-56.8331,-26.5621,52.9336
-56.7232,-26.0891,53.2596
-56.8847,-25.6171,52.7796
-56.6874,-25.1441,53.3666
-56.0196,-27.5071,53.1256
-56.1995,-27.0341,52.5906
-56.0538,-26.5621,53.0236
-56.0541,-26.0891,53.0226
-56.0589,-25.6171,53.0086
-56.2011,-25.1441,52.5856
-55.592,-24.6711,54.4276
-55.3961,-27.5071,52.7816
-55.3649,-27.0341,52.8766
-55.3871,-26.5621,52.8086
-55.3963,-26.0891,52.7806
-55.2848,-25.6171,53.1146
-55.2849,-25.1441,53.1146
-55.3745,-24.6711,52.8466
-55.3612,-24.1981,52.8876
-54.8687,-27.5071,52.1136
-54.6694,-27.0341,52.7196
-54.7039,-26.5621,52.6146
-54.5959,-26.0891,52.9436
-54.5046,-25.6171,53.2216
-54.5281,-25.1441,53.1496
-54.4627,-24.6711,53.3486
-54.3601,-24.1981,53.6616
-54.4796,-23.7251,53.2976
-54.4528,-23.2541,53.3786
-53.6257,-19.4691,55.8656
-53.5283,-18.9971,56.1626
-53.6065,-18.5251,55.9246
-53.4128,-18.0501,56.5146
-53.1822,-17.5791,57.2166
-53.2252,-17.1061,57.0856
-54.0548,-27.5071,52.3176
-53.9674,-27.0341,52.5836
-53.8815,-26.5621,52.8446
-53.822,-26.0891,53.0256
-53.7535,-25.6171,53.2346
-53.6828,-25.1441,53.4496
-53.6521,-24.6711,53.5426
-53.5535,-24.1981,53.8396
-53.5868,-23.7251,53.7406
-53.4467,-23.2541,54.1576
-53.4086,-22.7811,54.2706
-53.2703,-22.3061,54.6816
-53.3955,-21.8351,54.3096
-53.1934,-20.8881,54.9106
-53.0294,-20.4161,55.4076
-53.1476,-19.9441,55.0466
-52.9803,-19.4691,55.5566
-52.9528,-18.9971,55.6406
-52.9348,-18.5251,55.6956
-52.61,-18.0501,56.6846
-52.5444,-17.5791,56.8846
-52.389,-17.1061,57.3576
-52.3459,-16.6321,57.4886
-53.1073,-27.0341,52.9286
-53.0848,-26.5621,52.9966
-53.0019,-26.0891,53.2486
-52.978,-25.6171,53.3216
-52.9646,-25.1441,53.3626
-52.9176,-24.6711,53.5056
-52.8543,-24.1981,53.6986
-52.7235,-23.7251,54.0966
-52.6198,-23.2541,54.4126
-52.6892,-22.7811,54.2016
-52.5633,-22.3061,54.5846
-52.5231,-21.8351,54.7076
-52.3283,-21.3621,55.2876
-52.3755,-20.8881,55.1466
-52.3451,-20.4161,55.2376
-52.3659,-19.9441,55.1756
-52.1504,-19.4691,55.8156
-52.1498,-18.9971,55.8176
-52.111,-18.5251,55.9326
-51.902,-18.0501,56.5656
-51.8469,-17.5791,56.7336
-51.6495,-17.1061,57.3346
-51.5354,-16.6321,57.6826
-52.0325,-27.5071,53.9266
-52.2776,-27.0341,53.1796
-52.2315,-26.5621,53.3206
-52.139,-26.0891,53.6026
-52.0272,-25.6171,53.9426
-52.1037,-25.1441,53.7096
-51.9513,-24.6711,54.1736
-52.0003,-24.1981,54.0246
-51.8952,-23.7251,54.3446
-51.7599,-23.2541,54.7566
-51.8025,-22.7811,54.6266
-51.6629,-22.3061,55.0516
-51.6621,-21.8351,55.0546
-51.5857,-21.3621,55.2876
-51.4366,-20.8881,55.7416
-51.4311,-20.4161,55.7576
-51.4548,-19.9441,55.6856
-51.4468,-19.4691,55.7096
-51.3043,-18.9971,56.1366
-51.2743,-18.5251,56.2256
-51.1686,-18.0501,56.5396
-51.0497,-17.5791,56.8926
-50.9581,-17.1061,57.1666
-50.8539,-16.6321,57.4836
-50.6621,-16.1611,58.0676
-50.6258,-15.6891,58.1776
-51.3453,-27.5071,53.7446
-51.3689,-27.0341,53.6726
-51.3609,-26.5621,53.6966
-51.0701,-26.0891,54.5826
-51.0442,-25.6171,54.6616
-51.1183,-25.1441,54.4356
-51.0848,-24.6711,54.5376
-51.1594,-24.1981,54.3106
-51.1069,-23.7251,54.4706
-51.0474,-23.2541,54.6516
-50.8704,-22.7811,55.1906
-50.7676,-22.3061,55.5036
-50.7402,-21.8351,55.5866
-50.6425,-21.3621,55.8776
-50.6212,-20.8881,55.9406
-50.5752,-20.4161,56.0776
-50.6525,-19.9441,55.8476
-50.5713,-19.4691,56.0886
-50.4962,-18.9971,56.3126
-50.504,-18.5251,56.2886
-50.3418,-18.0501,56.7706
-50.2874,-17.5791,56.9336
-50.1424,-17.1061,57.3756
-50.1076,-16.6321,57.4816
-49.9845,-16.1611,57.8566
-50.0729,-15.6891,57.5876
-50.0493,-15.2161,57.6596
-50.7078,-27.0341,53.4116
-50.2835,-26.5621,54.7026
-50.1819,-26.0891,55.0126
-50.1116,-25.6171,55.2266
-50.1521,-25.1441,55.1036
-50.1125,-24.6711,55.2236
-50.1412,-24.1981,55.1366
-50.1773,-23.7251,55.0266
-50.1339,-23.2541,55.1586
-50.1315,-22.7811,55.1656
-49.977,-22.3061,55.6366
-49.9069,-21.8351,55.8496
-49.7592,-21.3621,56.2996
-49.6893,-20.8881,56.5126
-49.722,-20.4161,56.4136
-49.6998,-19.9441,56.4806
-49.677,-19.4691,56.5506
-49.7402,-18.9971,56.3576
-49.6886,-18.5251,56.5146
-49.5451,-18.0501,56.9446
-49.5135,-17.5791,57.0386
-49.3887,-17.1061,57.4096
-49.3582,-16.6321,57.5006
-49.2598,-16.1611,57.7926
-49.2321,-15.6891,57.8746
-49.0717,-15.2161,58.3616
-49.0983,-14.7431,58.2806
-49.3836,-26.0891,55.1696
-49.2026,-25.6171,55.7206
-49.3271,-25.1441,55.3416
-49.2435,-24.6711,55.5966
-49.2757,-24.1981,55.4986
-49.2506,-23.7251,55.5746
-49.2693,-23.2541,55.5176
-49.3282,-22.7811,55.3386
-49.1125,-22.3061,55.9946
-49.0784,-21.8351,56.0986
-48.9945,-21.3621,56.3536
-48.9177,-20.8881,56.5876
-48.8571,-20.4161,56.7726
-48.8371,-19.9441,56.8336
-48.8018,-19.4691,56.9406
-48.791,-18.9971,56.9736
-48.8252,-18.5251,56.8696
-48.6945,-18.0501,57.2676
