-50.012314,-36.035000,108.981000,0.149752,-0.770755,0.619282,0.011765,0.000000,0.027451,0.050980
-50.286214,-35.088000,108.267000,0.203004,-0.774787,0.598744,0.003922,0.000000,0.000000,0.043137
-48.082414,-29.880000,113.988000,0.080163,0.210341,-0.974336,0.019608,0.000000,0.027451,0.074510
-48.341814,-29.407000,113.312000,0.089800,0.169945,-0.981353,0.019608,0.062745,0.054902,0.105882
-48.082414,-28.934000,113.988000,-0.349834,0.438127,-0.828047,0.019608,0.125490,0.000000,0.043137
-46.693814,-26.566000,117.570000,0.175389,-0.781274,0.599040,0.019608,0.000000,0.000000,0.027451
-49.577314,-36.509000,108.022000,0.014443,-0.775942,0.630638,0.035294,0.000000,0.082353,0.145098
-49.444314,-36.035000,108.369000,0.038733,0.659154,-0.751010,0.054902,0.094118,0.000000,0.141176
-49.506214,-35.561000,108.207000,-0.081033,0.659082,-0.747693,0.027451,0.000000,0.113725,0.152941
-49.143114,-35.088000,109.155000,0.300854,-0.754974,0.582668,0.035294,0.000000,0.027451,0.152941
-48.883714,-34.613000,109.825000,0.405755,-0.648198,0.644362,0.027451,0.062745,0.082353,0.200000
-48.711314,-34.140000,110.266000,0.205811,-0.788731,0.579263,0.066667,0.031373,0.027451,0.164706
-48.398414,-33.667000,111.070000,-0.069346,0.676081,-0.733557,0.058824,0.062745,0.000000,0.117647
-48.238414,-33.194000,111.487000,0.842257,-0.489248,0.226361,0.058824,0.062745,0.027451,0.090196
-48.204614,-32.721000,111.575000,0.951780,0.064433,-0.299940,0.003922,0.031373,0.000000,0.086275
-47.905814,-32.247000,112.354000,0.877308,0.145810,-0.457242,0.000000,0.000000,0.000000,0.078431
-47.617014,-31.773000,113.093000,0.427056,0.708352,-0.562015,0.011765,0.000000,0.000000,0.078431
-47.661614,-31.300000,112.979000,0.971208,-0.012725,-0.237893,0.003922,0.000000,0.000000,0.062745
-47.641014,-30.827000,113.032000,0.988929,-0.112146,0.097169,0.000000,0.000000,0.027451,0.109804
-47.399414,-30.354000,113.650000,-0.027287,0.307782,-0.951066,0.000000,0.000000,0.082353,0.207843
-47.400814,-29.880000,113.647000,0.025451,0.298030,-0.954217,0.019608,0.000000,0.027451,0.219608
-47.522314,-29.407000,113.336000,0.012204,0.261817,-0.965040,0.043137,0.031373,0.027451,0.215686
-47.352514,-28.934000,113.771000,0.112129,0.054022,-0.992224,0.090196,0.125490,0.000000,0.078431
-47.609914,-28.459000,113.112000,-0.172699,0.250836,-0.952500,0.027451,0.062745,0.000000,0.027451
-46.549214,-27.039000,115.853000,0.424962,-0.738855,0.522973,0.000000,0.000000,0.137255,0.266667
-45.985014,-26.566000,117.311000,0.156786,-0.762510,0.627691,0.074510,0.062745,0.000000,0.113725
-46.252514,-26.093000,116.613000,0.387775,-0.811496,0.437156,0.058824,0.062745,0.000000,0.054902
-48.865114,-38.402000,107.786000,0.720529,0.545591,-0.427982,0.003922,0.062745,0.054902,0.082353
-48.591214,-37.930000,108.500000,0.282897,0.042387,-0.958213,0.019608,0.031373,0.000000,0.117647
-48.686814,-37.456000,108.251000,0.200466,-0.158117,-0.966857,0.000000,0.000000,0.054902,0.133333
-49.022614,-36.982000,107.375000,0.044130,-0.833561,0.550661,0.019608,0.000000,0.082353,0.231373
-48.646014,-36.509000,108.357000,0.201569,0.460248,-0.864605,0.019608,0.094118,0.000000,0.278431
-48.757514,-36.035000,108.066000,0.076469,0.681337,-0.727965,0.101961,0.094118,0.054902,0.270588
-48.560814,-35.561000,108.580000,0.069288,0.611722,-0.788033,0.101961,0.160784,0.113725,0.313726
-48.418814,-35.088000,108.950000,-0.168018,0.667728,-0.725196,0.082353,0.227451,0.113725,0.290196
-48.298814,-34.613000,109.262000,0.176631,-0.797386,0.577042,0.066667,0.160784,0.082353,0.305882
-47.967714,-34.140000,110.109000,-0.000114,-0.791986,0.610540,0.066667,0.031373,0.027451,0.270588
-47.734914,-33.667000,110.706000,-0.147181,0.388601,-0.909575,0.050980,0.000000,0.000000,0.215686
-47.306314,-33.194000,111.825000,-0.013597,0.629165,-0.777152,0.090196,0.031373,0.082353,0.227451
-47.465814,-32.721000,111.409000,0.448435,-0.807530,0.383146,0.058824,0.094118,0.027451,0.239216
-47.177514,-32.247000,112.159000,-0.179879,0.682407,-0.708494,0.050980,0.125490,0.054902,0.243137
-46.760314,-31.773000,113.227000,0.105185,0.528683,-0.842277,0.074510,0.223529,0.113725,0.219608
-46.933814,-31.300000,112.783000,-0.381293,0.450362,-0.807335,0.058824,0.160784,0.113725,0.243137
-46.943814,-30.827000,112.757000,-0.418456,0.485519,-0.767571,0.027451,0.062745,0.082353,0.258824
-46.614214,-30.354000,113.602000,0.089261,0.330658,-0.939520,0.043137,0.000000,0.054902,0.278431
-46.716814,-29.880000,113.338000,0.164929,0.343416,-0.924588,0.090196,0.192157,0.113725,0.321569
-46.623514,-29.407000,113.578000,0.093328,0.193060,-0.976738,0.090196,0.192157,0.227451,0.313726
-46.530714,-28.934000,113.820000,0.153971,0.071912,-0.985455,0.090196,0.160784,0.054902,0.274510
-46.521414,-28.459000,113.845000,0.195325,0.575546,-0.794100,0.133333,0.254902,0.000000,0.039216
-46.651914,-27.986000,113.504000,0.137176,0.537004,-0.832352,0.000000,0.000000,0.000000,0.066667
-46.155914,-27.512000,114.798000,0.171604,0.478023,-0.861421,0.000000,0.000000,0.109804,0.266667
-45.621414,-27.039000,116.169000,-0.017603,-0.786998,0.616704,0.066667,0.125490,0.137255,0.313726
