-42.380372,-13.043331,73.632312,-0.014644,-0.791202,0.611380,0.019608,0.035294,0.070588,0.043137
-41.977372,-12.570331,75.604312,0.054605,-0.886001,0.460458,0.007843,0.000000,0.000000,0.035294
-42.098372,-12.096331,75.017312,0.109905,-0.836078,0.537489,0.007843,0.000000,0.000000,0.011765
-42.384372,-15.410331,69.463312,-0.365632,-0.833768,0.413696,0.031373,0.074510,0.035294,0.019608
-41.635372,-13.517331,73.550312,-0.262775,-0.585406,0.766974,0.007843,0.074510,0.109804,0.074510
-41.389372,-13.043331,74.750312,0.083495,-0.819368,0.567155,0.019608,0.035294,0.035294,0.082353
-41.261372,-12.570331,75.373312,-0.031425,-0.884702,0.465097,0.039216,0.113725,0.035294,0.082353
-41.283372,-12.096331,75.263312,-0.019014,-0.883983,0.467133,0.039216,0.074510,0.000000,0.027451
-41.245372,-11.622331,75.447312,0.056307,-0.882720,0.466513,0.039216,0.000000,0.000000,0.019608
-41.261372,-11.149331,75.373312,0.041148,-0.824895,0.563786,0.000000,0.000000,0.035294,0.027451
-42.384372,-16.358331,65.203312,-0.546055,-0.739496,0.393662,0.007843,0.035294,0.000000,0.023529
-42.119372,-15.884331,66.723312,-0.560667,-0.767772,0.310128,0.007843,0.000000,0.000000,0.054902
-41.389372,-14.937331,70.864312,-0.378526,-0.873918,0.304935,0.039216,0.074510,0.070588,0.054902
-41.264372,-14.463331,71.569312,-0.445645,-0.790207,0.420682,0.031373,0.000000,0.000000,0.035294
-40.571372,-12.096331,75.062312,-0.091781,-0.899070,0.428075,0.027451,0.035294,0.000000,0.082353
-40.167372,-10.675331,76.999312,0.206563,0.493234,-0.845016,0.007843,0.000000,0.035294,0.043137
-39.988372,-9.729331,77.837312,0.270644,0.518442,-0.811153,0.039216,0.074510,0.070588,0.137255
-39.810372,-9.255331,78.701312,0.267608,0.515527,-0.814014,0.019608,0.000000,0.035294,0.145098
-39.727372,-8.781331,79.101312,-0.330218,-0.526764,0.783247,0.050980,0.109804,0.035294,0.176471
-39.719372,-8.307331,79.144312,-0.333138,-0.588681,0.736529,0.039216,0.000000,0.000000,0.105882
-39.682372,-7.834331,79.323312,-0.345587,-0.583806,0.734670,0.027451,0.074510,0.000000,0.058824
-41.807372,-18.252331,64.258312,-0.434400,-0.845124,0.311548,0.007843,0.000000,0.035294,0.023529
-38.874372,-7.834331,79.679312,-0.312855,-0.611485,0.726779,0.039216,0.109804,0.035294,0.090196
-38.638372,-7.361331,81.084312,-0.361007,-0.578338,0.731573,0.027451,0.035294,0.000000,0.011765
-41.944372,-22.513331,59.226312,-0.252342,-0.689319,0.679089,0.000000,0.000000,0.035294,0.023529
-38.084372,-7.834331,80.146312,-0.297781,-0.619654,0.726192,0.039216,0.109804,0.070588,0.113725
-37.947372,-7.361331,80.967312,-0.307916,-0.611389,0.728966,0.019608,0.035294,0.000000,0.074510
-41.369372,-29.142331,53.957312,-0.536244,-0.390410,0.748346,0.000000,0.000000,0.000000,0.054902
-41.087372,-28.669331,55.548312,-0.651128,-0.644851,0.400249,0.043137,0.117647,0.074510,0.082353
-40.997372,-28.195331,56.054312,-0.640886,-0.475795,0.602399,0.019608,0.000000,0.000000,0.015686
-40.972372,-27.721331,56.196312,-0.524981,-0.467964,0.710918,0.007843,0.000000,0.000000,0.015686
-40.814372,-26.772331,57.084312,-0.158626,0.309528,-0.937566,0.000000,0.039216,0.000000,0.031373
-40.944372,-26.302331,56.353312,-0.972847,0.204291,-0.108784,0.019608,0.000000,0.035294,0.031373
-40.814372,-25.828331,57.084312,-0.478470,-0.491361,0.727757,0.019608,0.039216,0.035294,0.047059
-40.841372,-25.353331,56.933312,-0.484673,-0.513923,0.707796,0.007843,0.039216,0.074510,0.039216
